unique id,submission type,timestamp,citizenship,residence,gender,degrees held,occupation,career experience,academic field,area of interest,event participation,skills,how heard
81731277,submitted,7/8/16 5:26,Mexico,Mexico,male,professional,phd candidate,6-10 years,Engineering/Technology - Chemical engineering,open_education,openeducationweek,volunteers,facebook
51743647,submitted,7/8/16 5:34,Kenya,Kenya,male,other certification,"undergraduate student, developer",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_science,"openaccessweek, openeducationweek, opendataday","advocacy, volunteers, graphics","websearch, mailinglist, organization"
60187861,submitted,7/8/16 5:48,Kenya,Kenya,male,none,undergraduate student,0-1 years,Natural Sciences - Computer and information sciences,open_research,opendataday,volunteers,organization
38813803,submitted,7/8/16 5:49,Egypt,Egypt,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Other medical sciences,open_research,"openaccessweek, openeducationweek, opendataday","fudraising, events, other, 'presenter",facebook
60987992,submitted,7/8/16 6:09,Philippines,Philippines,female,masters,"educator, researcher, nonprofit",1-5 years,Social Sciences - Sociology,open_access,"openaccessweek, openeducationweek","advocacy, community, fudraising, volunteers",websearch
99408048,submitted,7/8/16 6:13,Ghana,Ghana,male,none,undergraduate student,0-1 years,Social Sciences - Political Science,open_access,"openaccessweek, openeducationweek, opendataday","community, events",friend
15457725,submitted,7/8/16 6:13,Mongolia,Mongolia,female,bachelors,graduate-professonal student,1-5 years,Humanities - Languages and literature,open_government,"openaccessweek, openeducationweek","socialmedia, events","websearch, facebook"
66103188,final at deadline,7/8/16 6:14,Philippines,Philippines,female,masters,"educator, librarian",11-15 years,Social Sciences - Educational sciences,open_access,openaccessweek,research,friend
46804079,submitted,7/8/16 6:16,Kenya,Kenya,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"community, volunteers",mailinglist
56766159,submitted,7/8/16 6:23,Nigeria,Nigeria,male,other certification,educator,11-15 years,Social Sciences - Economics and business,open_education,opendataday,"other, 'Teaching at Secondary Level Education",friend
52967582,submitted,7/8/16 6:26,Kenya,Kenya,male,"bachelors, masters, other professional","researcher, nonprofit",1-5 years,Natural Sciences - Earth and related environmental sciences,open_science,opendataday,"research, software",friend
85519211,submitted,7/8/16 6:33,Kenya,Kenya,male,none,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_research,none,video,organization
56977167,submitted,7/8/16 6:36,Pakistan,Pakistan,female,none,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_education,none,"graphics, other, 'I can use microsoft office also",facebook
36790052,submitted,7/8/16 6:40,Nigeria,Nigeria,female,bachelors,government,1-5 years,None of these describe my field of study,open_education,openeducationweek,video,friend
43080513,submitted,7/8/16 6:49,Rwanda,Rwanda,male,bachelors,undergraduate student,1-5 years,Social Sciences - Media and communications,open_research,openeducationweek,"blogging, comms, volunteers, research","websearch, twitter, facebook"
42776314,submitted,7/8/16 6:50,Tanzania,Tanzania,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_access,none,"socialmedia, volunteers, graphics, video",other: my friend named Alfred Secha
70008907,submitted,7/8/16 6:50,Zimbabwe,Zimbabwe,female,bachelors,other,0-1 years,Social Sciences - Economics and business,open_research,"openeducationweek, opendataday","comms, community, socialmedia, fudraising, volunteers, research",facebook
62520293,submitted,7/8/16 6:52,South Africa,South Africa,female,other certification,librarian,1-5 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"community, events, volunteers",friend
74118874,submitted,7/8/16 6:54,Botswana,Botswana,male,masters,librarian,11-15 years,Natural Sciences - Computer and information sciences,open_source,"openaccessweek, openeducationweek, opendataday","blogging, comms, socialmedia, events, research","websearch, mailinglist"
39240354,submitted,7/8/16 6:58,Kenya,Kenya,female,other certification,"undergraduate student, developer",1-5 years,Engineering/Technology - Other engineering and technologies,open_science,none,"comms, events, volunteers, research, software",organization
32347268,submitted,7/8/16 7:06,Nigeria,Nigeria,female,bachelors,"nonacademic staff, nonprofit",1-5 years,Medicine/Health Sciences - Health sciences,open_research,none,"fudraising, volunteers",friend
63996855,submitted,7/8/16 7:06,Ethiopia,Ethiopia,male,masters,graduate-professonal student,1-5 years,Social Sciences - Other social sciences,open_education,"openaccessweek, openeducationweek","advocacy, community, volunteers",facebook
27573014,submitted,7/8/16 7:09,Kenya,Kenya,male,"bachelors, other professional","undergraduate student, developer",1-5 years,Engineering/Technology - Other engineering and technologies,open_science,openaccessweek,"advocacy, comms, community, socialmedia, software",facebook
21507583,submitted,7/8/16 7:10,Burundi,Burundi,male,"other postgraduate, other professional",undergraduate student,1-5 years,Medicine/Health Sciences - Basic medicine,open_education,openeducationweek,"comms, community","websearch, friend, organization"
18393685,submitted,7/8/16 7:12,Indonesia,Indonesia,male,none,"undergraduate student, researcher, journalist",0-1 years,Social Sciences - Economics and business,open_research,none,"advocacy, comms, community, socialmedia, graphics",websearch
44945848,submitted,7/8/16 7:15,South Africa,South Africa,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Health sciences,open_education,openeducationweek,"community, socialmedia, volunteers, research","websearch, facebook"
78573747,submitted,7/8/16 7:16,Kenya,Kenya,female,"bachelors, other professional","undergraduate student, businessperson",0-1 years,Engineering/Technology - Civil engineering,open_education,openeducationweek,"community, events, volunteers, other, 'Leadership skills","facebook, friend"
34164826,submitted,7/8/16 7:16,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_science,openeducationweek,"comms, volunteers",friend
83435192,submitted,7/8/16 7:25,Ghana,Ghana,male,bachelors,"graduate-professional student, researcher",1-5 years,Social Sciences - Psychology,open_research,"openeducationweek, opendataday","community, events, volunteers",friend
68816991,submitted,7/8/16 7:35,Austria,Austria,female,"bachelors, masters",other,1-5 years,Humanities - Languages and literature,open_access,none,"advocacy, events, volunteers, graphics, research","twitter, mailinglist, friend, organization"
42578313,submitted,7/8/16 7:35,Kenya,Kenya,female,other certification,"undergraduate student, philanthropist, developer",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, community, socialmedia, events, volunteers, research, software","websearch, friend"
69755816,submitted,7/8/16 7:35,Kenya,Kenya,male,other certification,undergraduate student,0-1 years,Social Sciences - Economics and business,open_education,openeducationweek,"other, 'AIESEC work",friend
40784728,submitted,7/8/16 7:48,Nigeria,Nigeria,male,bachelors,"nonprofit, businessperson",1-5 years,Engineering/Technology - Other engineering and technologies,open_education,openeducationweek,"advocacy, comms, community, socialmedia, events, volunteers",twitter
39553263,submitted,7/8/16 7:50,Nigeria,Nigeria,female,bachelors,businessperson,6-10 years,Social Sciences - Economics and business,open_education,none,"community, fudraising, events, volunteers",friend
53416753,submitted,7/8/16 7:59,Nigeria,South Africa,male,"bachelors, masters, other professional","phd candidate, researcher",0-1 years,Natural Sciences - Biological sciences,open_source,"openaccessweek, openeducationweek, opendataday","advocacy, community, socialmedia, volunteers, research",friend
14231846,submitted,7/8/16 7:59,Kenya,Kenya,female,"bachelors, masters, phd, other professional","educator, researcher, librarian",1-5 years,Natural Sciences - Computer and information sciences,open_education,"openaccessweek, openeducationweek, opendataday","events, research",friend
84643565,submitted,7/8/16 7:59,Nigeria,Nigeria,female,bachelors,other,1-5 years,Medicine/Health Sciences - Health sciences,open_research,none,"events, volunteers",friend
91841650,submitted,7/8/16 8:00,Kenya,Kenya,male,"bachelors, masters","graduate-professional student, developer",1-5 years,Natural Sciences - Computer and information sciences,open_education,none,events,friend
18358161,submitted,7/8/16 8:04,Nigeria,Nigeria,female,none,undergraduate student,0-1 years,Social Sciences - Economics and business,open_research,opendataday,events,"blogpost, friend"
60413900,submitted,7/8/16 8:07,Tanzania,Tanzania,male,"bachelors, masters, other postgraduate",phd candidate,11-15 years,Natural Sciences - Computer and information sciences,open_government,opendataday,"advocacy, blogging, community, research","twitter, mailinglist, friend"
93568981,submitted,7/8/16 8:09,Pakistan,Pakistan,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Basic medicine,open_education,openeducationweek,"comms, socialmedia, fudraising, video","facebook, friend"
14353521,submitted,7/8/16 8:11,Sudan,Sudan,male,masters,"educator, researcher, developer",1-5 years,Engineering/Technology - Other engineering and technologies,open_education,openeducationweek,"research, software",facebook
40631727,submitted,7/8/16 8:14,Zimbabwe,China,male,"bachelors, masters",phd candidate,0-1 years,Agricultural Sciences - Agricultural biotechnology,open_access,"openaccessweek, openeducationweek","community, socialmedia, research","websearch, facebook"
78409451,submitted,7/8/16 8:20,Tajikistan,Tajikistan,male,bachelors,nonprofit,6-10 years,Medicine/Health Sciences - Basic medicine,open_education,none,"advocacy, community, fudraising",friend
38111959,submitted,7/8/16 8:23,Kenya,Kenya,female,masters,librarian,11-15 years,Social Sciences - Educational sciences,open_education,none,research,friend
86055573,submitted,7/8/16 8:25,Nigeria,Nigeria,male,other certification,educator,6-10 years,Social Sciences - Educational sciences,open_education,"openeducationweek, opendataday","comms, volunteers",friend
84925285,submitted,7/8/16 8:31,"Congo, Democratic Republic of the",India,female,bachelors,undergraduate student,0-1 years,Social Sciences - Economics and business,open_access,none,volunteers,friend
41155618,submitted,7/8/16 8:34,South Africa,South Africa,female,bachelors,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,"openeducationweek, opendataday",community,facebook
70183764,submitted,7/8/16 8:35,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",female,other degree,"undergraduate student, businessperson",1-5 years,Humanities - Languages and literature,open_education,openeducationweek,"comms, socialmedia, fudraising, volunteers, research",friend
